,nof_selected_features,nof_samples,min_test_error_0,min_test_error_1,min_test_error_2,min_test_error_3,min_test_error_4,min_test_error_5,min_test_error_6,min_test_error_7,min_test_error_8,min_test_error_9
386,70,400,0.3,0.2,0.2,0.19,0.17,0.24,0.31,0.22,0.16,0.13
387,80,400,0.14,0.1,0.19,0.11,0.23,0.19,0.11,0.16,0.21,0.11
388,90,400,0.27,0.22,0.06,0.17,0.12,0.21,0.19,0.19,0.15,0.18
389,100,400,0.14,0.14,0.14,0.1,0.19,0.25,0.27,0.12,0.15,0.13
390,110,400,0.17,0.15,0.15,0.14,0.14,0.1,0.21,0.12,0.11,0.09
391,120,400,0.15,0.14,0.13,0.11,0.12,0.18,0.22,0.19,0.18,0.2
392,130,400,0.16,0.14,0.16,0.13,0.14,0.19,0.11,0.07,0.2,0.12
393,140,400,0.16,0.06,0.14,0.08,0.14,0.16,0.14,0.16,0.08,0.04
394,150,400,0.1,0.2,0.17,0.18,0.11,0.25,0.13,0.2,0.12,0.13
395,160,400,0.09,0.18,0.18,0.05,0.1,0.26,0.21,0.2,0.16,0.13
396,170,400,0.13,0.1,0.08,0.15,0.19,0.23,0.15,0.14,0.13,0.2
397,180,400,0.12,0.08,0.15,0.11,0.21,0.22,0.05,0.12,0.1,0.13
398,190,400,0.15,0.08,0.15,0.12,0.14,0.09,0.16,0.13,0.18,0.11
399,200,400,0.1,0.1,0.11,0.11,0.17,0.13,0.12,0.14,0.06,0.12
